Effective Date,Approved,Update Comment,Varh,Whe,Whr,Tipo,Modified On,Modified By,Approved On,Approved By,Created On,Created By
06/01/2025 1800 CST.MX,true, ,"274,272.55","691,722.20",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
06/01/2025 1900 CST.MX,true, ,"341,044.42","737,087.35",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
06/01/2025 2000 CST.MX,true, ,"358,486.66","768,399.13",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
06/01/2025 2100 CST.MX,true, ,"414,736.33","883,632.48",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
06/01/2025 2200 CST.MX,true, ,"256,069.49","652,114.53",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
06/01/2025 2300 CST.MX,true, ,"394,507.57","880,133.85",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
06/01/2025 2400 CST.MX,true, ,"327,218.98","796,214.15",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 100 CST.MX,true, ,"336,600.35","752,838.78",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 200 CST.MX,true, ,"374,465.81","841,733.36",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 300 CST.MX,true, ,"334,397.67","776,271.50",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 400 CST.MX,true, ,"289,450.46","682,555.89",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 500 CST.MX,true, ,"319,136.68","774,666.09",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 600 CST.MX,true, ,"288,685.31","671,570.07",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 700 CST.MX,true, ,"200,290.72","538,599.18",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 800 CST.MX,true, ,"408,662.08","829,053.42",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 900 CST.MX,true, ,"358,503.79","820,436.56",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 1000 CST.MX,true, ,"350,593.68","817,741.53",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 1100 CST.MX,true, ,"499,938.20","922,163.31",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 1200 CST.MX,true, ,"271,702.75","681,781.56",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 1300 CST.MX,true, ,"473,743.57","936,993.93",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 1400 CST.MX,true, ,"375,465.89","764,052.46",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 1500 CST.MX,true, ,"383,288.63","798,051.44",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 1600 CST.MX,true, ,"443,350.16","884,032.09",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 1700 CST.MX,true, ,"365,977.99","828,028.11",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 1800 CST.MX,true, ,"388,288.24","817,254.68",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 1900 CST.MX,true, ,"368,879.11","765,798.17",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 2000 CST.MX,true, ,"352,444.47","731,653.79",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 2100 CST.MX,true, ,"339,092.92","776,700.38",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 2200 CST.MX,true, ,"309,962.85","719,450.82",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 2300 CST.MX,true, ,"390,771.58","822,411.61",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
07/01/2025 2400 CST.MX,true, ,"292,377.96","735,271.70",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 100 CST.MX,true, ,"349,540.39","771,193.85",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 200 CST.MX,true, ,"303,044.66","700,169.35",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 300 CST.MX,true, ,"338,499.34","765,837.47",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 400 CST.MX,true, ,"279,523.30","756,510.47",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 500 CST.MX,true, ,"184,660.98","589,289.62",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 600 CST.MX,true, ,"267,640.24","672,227.45",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 700 CST.MX,true, ,"100,319.16","411,990.75",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 800 CST.MX,true, ,"127,861.81","345,397.60",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 900 CST.MX,true, ,"174,618.48","361,390.69",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 1000 CST.MX,true, ,"375,459.46","827,661.37",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 1100 CST.MX,true, ,"292,302.99","746,167.08",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 1200 CST.MX,true, ,"428,735.14","892,640.27",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 1300 CST.MX,true, ,"329,044.96","748,366.13",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 1400 CST.MX,true, ,"372,404.86","784,825.81",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 1500 CST.MX,true, ,"359,067.10","802,372.39",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 1600 CST.MX,true, ,"152,767.40","543,933.62",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 1700 CST.MX,true, ,"111,157.65","408,654.31",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 1800 CST.MX,true, ,"77,033.20","316,529.14",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 1900 CST.MX,true, ,"161,376.36","411,963.30",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 2000 CST.MX,true, ,"250,528.74","693,464.95",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 2100 CST.MX,true, ,"290,322.16","685,906.94",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 2200 CST.MX,true, ,"239,808.71","611,309.04",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 2300 CST.MX,true, ,"300,359.59","740,502.59",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
08/01/2025 2400 CST.MX,true, ,"185,111.64","596,145.81",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 100 CST.MX,true, ,"259,078.82","670,288.92",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 200 CST.MX,true, ,"242,332.79","604,508.46",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 300 CST.MX,true, ,"248,500.50","613,223.03",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 400 CST.MX,true, ,"123,227.17","433,099.29",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 500 CST.MX,true, ,"210,147.40","529,003.49",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 600 CST.MX,true, ,"95,449.51","397,897.39",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 700 CST.MX,true, ,"34,777.35","226,378.51",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 800 CST.MX,true, ,"343,791.59","677,771.06",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 900 CST.MX,true, ,"321,540.17","736,228.15",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 1000 CST.MX,true, ,"450,215.64","899,082.72",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 1100 CST.MX,true, ,"465,945.66","891,226.47",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 1200 CST.MX,true, ,"231,434.50","715,230.98",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 1300 CST.MX,true, ,"406,222.29","865,006.19",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 1400 CST.MX,true, ,"370,943.28","826,928.41",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 1500 CST.MX,true, ,"401,873.96","838,682.38",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 1600 CST.MX,true, ,"354,343.94","859,645.78",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 1700 CST.MX,true, ,"340,366.36","820,690.26",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 1800 CST.MX,true, ,"389,352.24","828,029.35",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 1900 CST.MX,true, ,"301,119.19","672,173.42",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 2000 CST.MX,true, ,"406,585.82","844,047.74",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 2100 CST.MX,true, ,"330,467.44","775,367.16",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 2200 CST.MX,true, ,"340,707.81","767,193.09",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 2300 CST.MX,true, ,"361,836.45","769,466.74",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
09/01/2025 2400 CST.MX,true, ,"325,545.63","727,397.48",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 100 CST.MX,true, ,"380,390.55","818,355.62",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 200 CST.MX,true, ,"299,330.69","655,872.62",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 300 CST.MX,true, ,"334,657.51","760,194.57",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 400 CST.MX,true, ,"335,817.70","801,982.29",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 500 CST.MX,true, ,"235,906.76","683,388.45",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 600 CST.MX,true, ,"258,204.65","650,018.15",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 700 CST.MX,true, ,"140,897.89","491,288.78",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 800 CST.MX,true, ,"287,470.41","655,810.71",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 900 CST.MX,true, ,"320,493.08","732,325.88",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 1000 CST.MX,true, ,"401,414.77","861,408.74",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 1100 CST.MX,true, ,"390,350.54","802,358.89",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 1200 CST.MX,true, ,"363,168.11","816,197.90",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 1300 CST.MX,true, ,"459,026.32","885,165.92",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 1400 CST.MX,true, ,"329,592.38","778,030.23",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 1500 CST.MX,true, ,"437,364.97","871,900.52",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 1600 CST.MX,true, ,"222,265.83","576,958.14",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 1700 CST.MX,true, ,"372,102.79","802,978.19",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 1800 CST.MX,true, ,"355,101.91","779,010.78",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 1900 CST.MX,true, ,"280,722.21","647,521.05",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 2000 CST.MX,true, ,"398,086.91","773,073.26",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 2100 CST.MX,true, ,"376,353.02","824,543.95",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 2200 CST.MX,true, ,"288,181.54","703,287.49",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 2300 CST.MX,true, ,"370,502.04","771,830.12",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
10/01/2025 2400 CST.MX,true, ,"395,029.36","848,606.24",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 100 CST.MX,true, ,"263,921.47","689,488.78",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 200 CST.MX,true, ,"395,028.48","758,260.47",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 300 CST.MX,true, ,"233,918.10","605,968.16",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 400 CST.MX,true, ,"354,991.52","849,704.22",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 500 CST.MX,true, ,"225,398.07","649,761.08",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 600 CST.MX,true, ,"266,748.06","721,339.60",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 700 CST.MX,true, ,"175,862.58","502,218.69",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 800 CST.MX,true, ,"174,882.82","525,260.63",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 900 CST.MX,true, ,"369,691.39","874,541.77",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 1000 CST.MX,true, ,"375,683.37","864,531.09",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 1100 CST.MX,true, ,"312,189.55","774,339.19",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 1200 CST.MX,true, ,"310,181.28","785,058.21",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 1300 CST.MX,true, ,"339,991.17","744,517.77",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 1400 CST.MX,true, ,"351,825.20","765,724.58",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 1500 CST.MX,true, ,"181,336.99","562,900.90",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 1600 CST.MX,true, ,"22,552.07","245,642.33",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 1700 CST.MX,true, ,"13,189.50","213,713.78",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 1800 CST.MX,true, ,"1,706.71","139,733.93",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 1900 CST.MX,true, ,"3,087.66","135,008.97",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 2000 CST.MX,true, ,"10,662.51","192,217.45",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 2100 CST.MX,true, ,"10,801.80","227,093.56",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 2200 CST.MX,true, ,"15,563.35","208,204.35",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 2300 CST.MX,true, ,"13,518.67","197,792.68",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
11/01/2025 2400 CST.MX,true, ,"10,105.05","209,871.44",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 100 CST.MX,true, ,"9,010.14","200,252.12",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 200 CST.MX,true, ,"8,541.00","165,436.71",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 300 CST.MX,true, ,"15,917.37","174,025.59",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 400 CST.MX,true, ,"10,231.80","189,956.28",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 500 CST.MX,true, ,982.228,"148,270.29",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 600 CST.MX,true, ,"3,003.45","139,580.11",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 700 CST.MX,true, ,"6,023.99","140,305.20",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 800 CST.MX,true, ,"24,713.33","181,086.44",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 900 CST.MX,true, ,"31,279.11","192,921.48",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 1000 CST.MX,true, ,"37,307.27","254,725.42",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 1100 CST.MX,true, ,"41,578.12","272,658.15",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
