Effective Date,Approved,Update Comment,Varh,Whe,Whr,Tipo,Modified On,Modified By,Approved On,Approved By,Created On,Created By
12/01/2025 1200 CST.MX,true, ,"35,584.34","255,072.83",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 1300 CST.MX,true, ,"46,560.93","280,822.10",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 1400 CST.MX,true, ,"22,936.24","214,220.45",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 1500 CST.MX,true, ,190.871,"90,774.43",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 1600 CST.MX,true, ,6.022,"83,741.88",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 1700 CST.MX,true, ,5.866,"84,802.45",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 1800 CST.MX,true, ,20.986,"85,320.48",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 1900 CST.MX,true, ,783.137,"90,137.72",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 2000 CST.MX,true, ,"1,017.06","106,484.82",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 2100 CST.MX,true, ,927.001,"105,333.08",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 2200 CST.MX,true, ,"1,277.87","108,463.60",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 2300 CST.MX,true, ,"1,285.62","112,135.70",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
12/01/2025 2400 CST.MX,true, ,"3,542.59","122,665.60",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 100 CST.MX,true, ,"2,380.29","124,434.81",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 200 CST.MX,true, ,"1,921.06","121,208.26",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 300 CST.MX,true, ,"1,347.79","119,320.18",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 400 CST.MX,true, ,947.056,"121,141.10",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 500 CST.MX,true, ,514.294,"119,954.50",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 600 CST.MX,true, ,"7,082.91","127,911.07",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 700 CST.MX,true, ,"44,444.86","210,613.60",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 800 CST.MX,true, ,"352,616.42","610,518.36",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 900 CST.MX,true, ,"389,792.36","732,280.57",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 1000 CST.MX,true, ,"521,914.19","930,473.17",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 1100 CST.MX,true, ,"451,686.07","844,236.77",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 1200 CST.MX,true, ,"312,493.50","730,290.25",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 1300 CST.MX,true, ,"467,880.22","880,899.91",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 1400 CST.MX,true, ,"309,810.72","697,868.82",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 1500 CST.MX,true, ,"482,071.38","897,912.62",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 1600 CST.MX,true, ,"356,210.60","840,018.13",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 1700 CST.MX,true, ,"328,994.28","765,666.33",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 1800 CST.MX,true, ,"299,984.45","640,686.31",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 1900 CST.MX,true, ,"109,783.75","331,787.20",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 2000 CST.MX,true, ,"385,928.76","747,910.62",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 2100 CST.MX,true, ,"362,198.95","750,451.65",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 2200 CST.MX,true, ,"282,638.27","698,874.83",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 2300 CST.MX,true, ,"328,589.16","765,541.65",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
13/01/2025 2400 CST.MX,true, ,"276,522.46","680,861.84",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 100 CST.MX,true, ,"327,238.56","736,855.26",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 200 CST.MX,true, ,"306,777.06","691,532.99",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 300 CST.MX,true, ,"234,664.72","612,363.43",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 400 CST.MX,true, ,"326,570.21","730,745.47",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 500 CST.MX,true, ,"134,691.72","480,521.80",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 600 CST.MX,true, ,"269,467.02","696,567.28",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 700 CST.MX,true, ,"84,779.38","361,081.00",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 800 CST.MX,true, ,"312,754.73","670,866.11",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 900 CST.MX,true, ,"301,452.69","681,114.80",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 1000 CST.MX,true, ,"385,529.17","832,968.03",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 1100 CST.MX,true, ,"272,889.33","660,338.11",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 1200 CST.MX,true, ,"355,869.48","757,418.77",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 1300 CST.MX,true, ,"356,840.66","756,011.76",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 1400 CST.MX,true, ,"425,342.80","829,446.37",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 1500 CST.MX,true, ,"308,829.12","684,874.99",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 1600 CST.MX,true, ,"399,970.24","769,864.64",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 1700 CST.MX,true, ,"353,335.11","746,572.60",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 1800 CST.MX,true, ,"290,814.04","722,483.04",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 1900 CST.MX,true, ,"296,979.19","670,811.21",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 2000 CST.MX,true, ,"356,915.19","747,681.90",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 2100 CST.MX,true, ,"260,652.37","638,221.91",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 2200 CST.MX,true, ,"269,728.20","628,520.90",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 2300 CST.MX,true, ,"274,731.95","660,027.38",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
14/01/2025 2400 CST.MX,true, ,"293,532.34","702,564.25",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 100 CST.MX,true, ,"225,821.86","584,232.50",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 200 CST.MX,true, ,"313,597.66","712,895.81",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 300 CST.MX,true, ,"276,583.41","671,874.07",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 400 CST.MX,true, ,"221,834.56","619,782.33",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 500 CST.MX,true, ,"266,729.03","632,726.21",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 600 CST.MX,true, ,"168,925.94","548,878.34",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 700 CST.MX,true, ,"111,183.28","418,547.34",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 800 CST.MX,true, ,"331,936.49","762,414.54",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 900 CST.MX,true, ,"309,291.25","699,718.94",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 1000 CST.MX,true, ,"401,113.87","834,183.74",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 1100 CST.MX,true, ,"351,104.32","763,062.57",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 1200 CST.MX,true, ,"364,943.31","799,225.85",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 1300 CST.MX,true, ,"327,504.73","711,094.26",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 1400 CST.MX,true, ,"417,876.62","807,729.49",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 1500 CST.MX,true, ,"336,230.88","731,524.90",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 1600 CST.MX,true, ,"373,781.91","741,540.37",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 1700 CST.MX,true, ,"395,081.36","800,529.03",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 1800 CST.MX,true, ,"374,443.02","723,005.95",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 1900 CST.MX,true, ,"311,250.29","693,078.67",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 2000 CST.MX,true, ,"216,403.87","563,728.27",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 2100 CST.MX,true, ,"293,506.35","679,750.90",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 2200 CST.MX,true, ,"325,202.33","685,410.22",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 2300 CST.MX,true, ,"248,512.60","651,459.41",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
15/01/2025 2400 CST.MX,true, ,"263,187.66","649,449.02",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 100 CST.MX,true, ,"265,440.58","656,072.34",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 200 CST.MX,true, ,"243,190.38","584,553.42",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 300 CST.MX,true, ,"318,692.14","698,502.35",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 400 CST.MX,true, ,"176,485.90","512,334.56",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 500 CST.MX,true, ,"296,989.44","730,770.24",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 600 CST.MX,true, ,"205,429.60","513,348.04",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 700 CST.MX,true, ,"198,859.01","521,196.06",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 800 CST.MX,true, ,"356,970.49","725,572.96",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 900 CST.MX,true, ,"293,253.71","668,154.44",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 1000 CST.MX,true, ,"340,281.73","701,666.79",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 1100 CST.MX,true, ,"297,943.52","663,851.63",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 1200 CST.MX,true, ,"242,830.64","591,656.49",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 1300 CST.MX,true, ,"355,648.55","697,531.25",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 1400 CST.MX,true, ,"416,357.78","770,475.78",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 1500 CST.MX,true, ,"284,280.63","661,119.46",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 1600 CST.MX,true, ,"338,451.71","707,083.14",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 1700 CST.MX,true, ,"361,517.96","737,467.31",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 1800 CST.MX,true, ,"238,143.26","600,564.94",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 1900 CST.MX,true, ,"211,549.97","435,927.21",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 2000 CST.MX,true, ,"170,131.33","404,751.92",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 2100 CST.MX,true, ,"350,738.03","737,961.27",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 2200 CST.MX,true, ,"293,612.13","662,345.55",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 2300 CST.MX,true, ,"265,694.49","638,475.74",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
16/01/2025 2400 CST.MX,true, ,"273,105.25","668,834.11",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 100 CST.MX,true, ,"262,550.26","667,988.83",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 200 CST.MX,true, ,"289,965.24","641,166.59",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 300 CST.MX,true, ,"284,729.57","651,189.69",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 400 CST.MX,true, ,"277,293.22","672,942.98",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 500 CST.MX,true, ,"224,422.72","602,561.30",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 600 CST.MX,true, ,"292,073.71","661,369.45",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 700 CST.MX,true, ,"206,500.49","528,598.60",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 800 CST.MX,true, ,"391,457.28","733,767.68",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 900 CST.MX,true, ,"191,249.12","504,406.10",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 1000 CST.MX,true, ,"342,753.46","726,955.42",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 1100 CST.MX,true, ,"344,914.89","694,786.81",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 1200 CST.MX,true, ,"222,521.89","646,776.31",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 1300 CST.MX,true, ,"361,444.69","738,563.18",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 1400 CST.MX,true, ,"336,754.01","735,934.73",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 1500 CST.MX,true, ,"244,834.41","608,839.40",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 1600 CST.MX,true, ,"301,678.65","711,773.43",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 1700 CST.MX,true, ,"304,161.19","755,797.44",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 1800 CST.MX,true, ,"316,618.76","712,036.37",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 1900 CST.MX,true, ,"193,409.64","533,746.10",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 2000 CST.MX,true, ,"302,999.63","672,119.23",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 2100 CST.MX,true, ,"290,659.79","638,212.48",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 2200 CST.MX,true, ,"299,211.48","690,936.07",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 2300 CST.MX,true, ,"217,175.40","563,767.95",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
17/01/2025 2400 CST.MX,true, ,"276,035.72","637,424.63",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
18/01/2025 100 CST.MX,true, ,"216,856.36","572,680.42",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
18/01/2025 200 CST.MX,true, ,"332,293.49","682,298.52",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
18/01/2025 300 CST.MX,true, ,"334,698.25","720,540.29",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
18/01/2025 400 CST.MX,true, ,"178,701.78","552,793.11",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
18/01/2025 500 CST.MX,true, ,"278,728.06","685,069.54",0,R,04/02/2025 10:44:31.000 AM CST,background,04/02/2025 10:44:31 AM CST,background,04/02/2025 10:44:31.000 AM CST,background
